# N=25 REP=500 dy=0.01
# GRG
# 0 p
0 1
0.0015625 0.998
0.00234375 0.998
0.003125 0.986
0.0046875 0.984
0.00546875 0.974
0.00625 0.938
0.00703125 0.952
0.0078125 0.952
0.00859375 0.93
0.009375 0.92
0.0101563 0.912
0.0109375 0.876
0.0117188 0.906
0.0125 0.89
0.0132813 0.85
0.0140625 0.828
0.0148437 0.828
0.015625 0.81
0.0164063 0.76
0.0171875 0.792
0.0179688 0.768
0.01875 0.676
0.0195313 0.728
0.0203125 0.666
0.0210938 0.652
0.021875 0.642
0.0226563 0.64
0.0234375 0.592
0.025 0.596
0.0257813 0.534
0.0265625 0.522
0.0273438 0.506
0.028125 0.488
0.0289063 0.456
0.0296875 0.424
0.03125 0.428
0.0320312 0.394
0.0328125 0.362
0.034375 0.368
0.0351562 0.362
0.0359375 0.342
0.0367188 0.324
0.0375 0.298
0.0382813 0.28
0.0390625 0.22
0.040625 0.212
0.0414063 0.23
0.0421875 0.194
0.0429688 0.176
0.04375 0.18
0.0445313 0.142
0.0453125 0.15
0.0460938 0.18
0.046875 0.106
0.0476562 0.114
0.0484375 0.146
0.0492188 0.142
0.05 0.122
0.0507812 0.088
0.0515625 0.072
0.053125 0.068
0.0546875 0.076
0.0554687 0.078
0.05625 0.052
0.059375 0.042
0.0609375 0.038
0.0617188 0.038
0.0625 0.026
0.06875 0.02
0.0703125 0.016
0.071875 0.006
0.075 0.004
0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0.004
0.95 0.012
0.9625 0.018
0.965625 0.026
0.966406 0.022
0.967187 0.008
0.96875 0.006
0.969531 0.028
0.970313 0.026
0.971875 0.03
0.975 0.03
0.978125 0.036
0.98125 0.04
0.9875 0.048
0.989063 0.046
0.989844 0.034
0.990625 0.036
0.99375 0.026
0.994531 0.064
0.995313 0.054
0.996875 0.056
1 0.064
